name,producers,ranking,votersCount,score,popularity,members,favorite,episodes,animeType,premiredDate,animeSource,genres,studios,licenses,rating,Japanese,English,French,Portuguese(BR),Italian,Spanish,German,Hungarian,Korean,Mandarin,Hebrew
Violet Evergarden Movie,Aniplex;Dentsu;Shogakukan-ShueishaProductions;NipponTelevisionNetwork;TOHOanimation;Shogakukan,1,455691,9.35,235,811317,47477,28.0,TV,Fall2023,Manga,Action;Fantasy,Madhouse,,PG-13-Teens13orolder,"Ichinose,Kana;Tanezaki,Atsumi;Kobayashi,Chiaki;Kiyoto,Arisa;Taketatsu,Ayana;Takahashi,Shinya;Kohara,Konomi;Naitou,Ami;Saitou,Jirou;Oosuzu,Kouki;Kobatake,Masafumi;Kurosawa,Tomoyo;Itou,Kanae;Ueda,Youji;Sonobe,Keiichi;Tanaka,Takako;Shiraishi,Kento;Tanaka,Atsuko;Nakatsukasa,Takayuki;Shingaki,Tarusuke;Sakuya,Shunsuke;Touchi,Hiroki;Satou,Ai;Okamoto,Nobuhiko;Waki,Azumi;Koyasu,Takehito;Komatsu,Shouhei;Ishigami,Shizuka;Suzushiro,Sayumi;Kawada,Shinji;Miyauchi,Atsushi;Iwami,Manaka;Suwabe,Junichi;Ueda,Reina;Uchida,Yuuya;Yasumoto,Hiroki;Hanawa,Eiji;Murai,Yuuji;Nakamura,Yuuichi;Kawaida,Natsumi;Hirakawa,Daisuke;Terui,Haruka;Ise,Mariya;Kase,Yasuyuki;Eguchi,Takuya;Ban,Taito;Hoshino,Mitsuaki;Tezuka,Hiromichi;Kokubu,Satsuki;Taniyama,Kishou;Hasegawa,Ikumi","Harris,Jill;Rodak,Mallorie;Cruz,JordanDash;Karbowski,Brittney;Pettit,Corey;Mukai,Brent;Shipman,Megan;Lauda,Brittany;Phillips,Ben;Flitton,Kieran;Sabat,Christopher;Celeste,Nia;Nishimura,Trina;Guerrero,Chris;Raine,Izzi;Garner,Dio;Mackay,Lydia;Hennigan,Sean;Roberts,Aaron;Burgmeier,John;Douglas,Jason;Chapin,Clifford;Morris,Madeleine;Pitts,Orion;Wilder,Corey;Duran,Marisa;Danae,Rebecca;Casey,Kamen;Williams,Kent;Chambers,Dani;McNamara,Blake;Glass,Caitlin;McCollum,Robert;Attaway,Major;Moore,Ian;Saab,Alejandro;Wehkamp,Christopher;Foronda,Jim;Seidel,Lindsay;Munoz,Anastasia;Davila,Gerardo;Walker,Dalton;Igneczi,Kyle;McGee,Mac;Tarsha,NazeehH.;Fajardo,Ricco;McClain,Meg;Berry,Morgan","Thellier,Jehanne;Nonnenmacher,Marie;Lecordier,Brigitte;Blanc,Kelyan;Bienaimé,Nathalie;Méyère,Bruno;Anquetil,Françoise;Chemin,Pascale;Kopf,Jean-François;Lecordier,Louis;Blanpain,Laurent;Bruno,Aurélia;Lacombe,Lila;Blanpain,Laurent;Pettigrew,Élise;Mehani,Taric;Chemin,Pascale;Ariotti,Philippe;Herlin,Simon;Blanpain,Laurent;Méyère,Bruno;Bienaimé,Nathalie;Ariotti,Philippe;Borg,Yoann;Robbe,Elia-Carmine;Boisseau,Damien;Cherrey-Iturralde,Pablo;Anquetil,Françoise;Berard,Mélissa;Zylberberg,Jérémy;Mehani,Taric;Robbe,Elia-Carmine;Bourlé,Bastien;Lambotte,Jessie;Bienaimé,Nathalie;Zylberberg,Jérémy;Tomé,Antoine;Laisné,Grégory;Lecordier,Louis;Larmande,Adrien;Battoue,Gauthier;Bienaimé,Nathalie;Fujimori,Yumi;Boisseau,Damien;Lecordier,Louis;Lecordier,Louis;Ariotti,Philippe;Lecordier,Louis;Bollen,Benjamin;Lecordier,Brigitte;Philippe,Lauryanne","Rosis,MariaClara;Souza,Jacque;Miagusuku,Lucas;Horta,Luísa;Kamui,Daniel;Coelho,Patrick;Mathilda,Julia;Caffagni,Alice;Castro,Mauro;Yoshioka,Bruno;Machado,Leno;Bergamin,Thaynara;Caspary,Luiza;Fortuna,Sérgio;Leite,Roberto;Sodré,Carol;Raj,Wallace;Kou,Érica;Faustino,Marco;Novaes,Rodolfo;Falcão,Jonas;Zuim,Ettore;Scalvi,Patrícia;Vestri,Alexander;Baroli,Gilberto;Medeiros,Nina;Baroli,Hermes;Alcântara,Pedro;Rivas,Colombina;Martins,Bruna;Aragão,Tadeu;Amorim,Luiz;Stteger,Luana;Baptista,Carolina;Sangregório,Bruno;Ferrer,Fernanda;Máximo,Juliana;Monteiro,Dado;Mendes,Vanderlan;Campos,Ramon;Visses,Erik;Horta,Mauro;Ribeiro,Eduardo;Sodré,Carol;Molinari,Paola;Marques,Glauco;Tatini,Adrian;Rinaldi,André;Silveira,Carlos;deSouza,Augusto;Pureza,Tarcísio;Marciano,Thayná","Marteddu,Agnese;Felli,Martina;Marteddu,Tito;Russello,Federica;Franco,Alberto;Gusev,Carolina;Bianchi,Rodolfo;DiMaggio,Andrea;Budroni,Alessandro;Fabiano,Chiara;Puccio,Veronica;Oppido,Dario;Vender,Gabriele;Sigismondo,Serena;Mancuso,Michele;Lavagnino,Andrea;Winter,Dimitri;Deambrosis,Massimo;Perilli,Valeria;Meli,Manuel;Bartolomei,Vittoria;Broccoletti,Stefano;Sperduti,Stefano;Giacopello,Sara;Marricchi,Lucrezia;Fabbri,Francesco;Giuliano,Gianni;Salustri,Cecilia;Aquilone,Flavio;DeMarchi,Valentina;Talocci,Federico;Petruccetti,Carlo;Chevalier,Davide;Mannocci,Luca;Ruzza,Emanuele;Vivio,Marco;Brunori,Giorgia;Serpelloni,Mattea;Sagliocca,Guido;Cannella,Mirko;Liofredi,Matteo;Colombo,Ambrogio;Fedele,Roberto;Appetiti,Luca;Labidi,Sara","Estrada,Azucena;Ugalde,Erika;MartínezTorizes,Eduardo;Olea,Vanessa;deLuis,Noelia;Tiscareño,Regina;Leal,Lupita;Desco,Esteban;Torres,JoséÁngel;Filigrana,Stephanie;Robles,Jocelyn;Solo,Raúl;Leguizamo,Elliot;Ramírez,Eduardo;Vázquez,Carlo;Leal,MiguelÁngel;Hernández,Melissa;Ruiz,MiguelÁngel;Ortiz,Mariana;Hamed,Marisol;González,Nycolle;Reyero,Gerardo;Mendiola,Roberto;López,Óscar;Allende,David;PérezCastillo,Mauricio;Aguilar,Montserrat;Mendoza,Monserrat;Orozco,LuisFernando;Bonilla,CarlosEnrique;Hidalgo,Nayeli","Fölster,Linda;Casper,Julia;Schächter,Janek;Vucetic,Bojan;Böttcher,Jennifer;Wendland,Jens;Brönneke,Stefan;Leisner,Amira;Sabel,Martin",,,,
Shingeki no Kyojin: The Final Season Part 2,Aniplex;SquareEnix;MainichiBroadcastingSystem;StudioMoriken,2,2139768,9.09,3,3378519,227339,64.0,TV,Spring2009,Manga,Action;Drama;Fantasy,Bones,Funimation;AniplexofAmerica,R-17+(violence&profanity),"Kugimiya,Rie;Park,Romi;Soumi,Youko;Kugimiya,Rie;Utsumi,Kenji;Utsumi,Kenji;Umezu,Hideyuki;Ueda,Yuuji;Hikida,Takashi;Satou,Ai;Sanpei,Yuuko;Shibata,Hidekatsu;Kiuchi,Hidenobu;Sato,Biichi;Hayashi,Yuuki;Ootomo,Ryuuzaburou;Shindo,Naomi;Gotou,Mai;Nishi,Rintarou;Miyazawa,Tadashi;Katou,Seizou;Egawa,Hisao;Sasaki,Seiji;Tsuda,Shouko;Shouji,Masayuki;Amada,Masuo;Katsu,Anri;Arimoto,Kinryuu;Takamori,Yoshino;Mitsugi,Yuuki;Takayama,Minami;Hamada,Kenji;Nagashima,Shinsuke;Hori,Katsunosuke;Kakihara,Tetsuya;Miyake,Kenta;Shiratori,Tetsu;Aomori,Shin;Nakamura,Yuuichi;Naya,Rokurou;Taketora;Ueda,Yuuji;Orikasa,Fumiko;Tani,Atsuki;Tsuji,Shinpachi;Namikawa,Daisuke;Ishizuka,Unshou;Kayumi,Iemasa;Hanba,Tomoe;Fukuen,Misato;Fujiwara,Keiji;Shimura,Tomoyuki;Horikawa,Jin;Yoshino,Hiroyuki;Ohara,Takashi;Mizuki,Nana;Sayuri;Iizuka,Shouzou;Inoue,Kikuko;Matsuoka,Youko;Uemura,Noriko;Omoro,Masayuki;Honda,Takako;Sakaguchi,Shuuhei;Kugimiya,Rie;Yamadera,Kouichi;Nakai,Kazuya;Miki,Shinichiro;Kayumi,Iemasa;Nara,Tooru;Okamura,Akemi;Houki,Katsuhisa;Nishigaki,Yuka;Inada,Tetsu;Takamoto,Megumi;Koyama,Mami;Asou,Miyoko;Nazuka,Kaori;Miyake,Kenta;Koyasu,Takehito;Fujimoto,Yuzuru;Fujimura,Chika;Nojima,Kenji;Matsumoto,Dai;Tachiki,Fumihiko;Yukino,Satsuki;Kugimiya,Rie;Nagai,Makoto;Morohoshi,Sumire;Miyano,Mamoru;Yao,Kazuki;Hikida,Takashi","Whitehead,Maxey;Truncale,Lily;Mignogna,Vic;Hofmann,Muriel;Young,Stephanie;Oxley,Kate;Sabat,Christopher;Sabat,Christopher;Jewell,Jerry;Ayres,Greg;Diskin,Benjamin;Rinehart,Tyson;Schultes,Dana;Karbowski,Brittney;Bevins,Christopher;Blaylock,Ed;Inman,Jeremy;Foronda,Jim;Parsons,Phil;Marchi,Jamie;Rial,Monica;Truncale,Lily;Wald,David;Campbell,Charles;Mullins,Andy;Campbell,Charles;Carter,Bob;Auten,Christine;Grelle,JessieJames;Manley,George;Burgmeier,John;Elliott,R.Bruce;Mackay,Lydia;Powell,Wendy;Hebert,Kyle;Mathis,Brian;Green,Kenny;Connolly,KevinM.;Robinson,Antimere;Cason,Chris;Elliott,R.Bruce;Baker,Troy;Patton,Chris;Flynn,Bill;Parsons,Phil;Mungle,Rob;McFarland,Mike;Clinkenbeard,Colleen;Hofmann,Muriel;Magruder,Bob;Campbell,Bradley;Swasey,John;Dismuke,Aaron;Williams,Kent;Munoz,Anastasia;Leigh,Cherami;Strait,Sonny;Love,Andrew;Liebrecht,Jason;Vale,Eric;Nishimura,Trina;Huber,Susan;Dulcie,Greg;Bailey,Laura;Hofmann,Muriel;Dougherty,Pam;Young,Linda;Russell,Jerry;Grant,Tiffany;Martin,Josh;Ballard,Tia;Massey,Bryan;Douglas,Jason;Willingham,Travis;Bailey,Matt;Williams,Kent;Cook,Justin;Cranz,Cynthia;Ayres,Christopher;Marchi,Jamie;Gremillion,John;Glass,Caitlin;Hofmann,Muriel;Calene-Black,Shelley;Erickson,Juli;McCoy,Meredith;Tatum,J.Michael;McCollum,Robert;James,Grant;Lau,Gwendolyn;Brannan,Duncan;Jenkins,Bill;Seitz,Patrick;Clinkenbeard,Colleen;Christian,Luci;Huber,Chuck;Palencia,Brina;Haberkorn,Todd;Yandell,Barry;Rager,Chris","Pic,Audrey;Boudonnat,Lucille;Pestel,Arthur;Créton,François;Chevalot,Marie;Allemane,Benoît;Lemarié,Sylvain;Pichon,Yann;Bozo,Philippe;Bréheret,Laurence;Bienaimé,Nathalie;Gabriele,Léa;Diot,Marie;Pichon,Yann;Kazazian,Thierry;Beaucaire,Nicolas;Lemarié,Sylvain;Gabriele,Léa;Lemarié,Sylvain;Lemarié,Sylvain;Bizot,Hélène;Popovic,Frédéric;Pichon,Yann;Pichon,Yann;Rouzier,Gérard;Bréheret,Laurence;Beaucaire,Nicolas;Kazazian,Thierry;Keen,Jérôme;Bozo,Philippe;Lemarié,Sylvain;Bozo,Philippe;Lemarié,Sylvain;Kazazian,Thierry;Violette,Vincent;Lemarié,Sylvain;Tomé,Antoine;Kazazian,Thierry;Violette,Vincent;Allemane,Benoît;Monge,Cyrille;Bozo,Philippe;Manoury,Agnès;Lemarié,Sylvain;Rouzier,Gérard;Kazazian,Thierry;Kazazian,Thierry;Diot,Marie;Bienaimé,Nathalie;Bienaimé,Nathalie;Monge,Cyrille;Popovic,Frédéric;Keen,Jérôme;Monge,Cyrille;Manoury,Agnès;Tomé,Antoine;Sindberg,Susan;Keen,Jérôme;Sindberg,Susan;Gabriele,Léa;Tomé,Antoine;Germain,Pascal;LeMinoux,Martial;Chatelet,Julien;Violette,Vincent;Gabriele,Léa;Bozo,Philippe;Violette,Vincent;Diot,Marie;Cerdà,Cathy;Bizot,Hélène;Bréheret,Laurence;Tomé,Antoine;Bienaimé,Nathalie;Pichon,Yann;Tomé,Antoine;Gabriele,Léa;Bozo,Philippe;Boudonnat,Lucille;Magne,Bruno;Violette,Vincent;Bienaimé,Nathalie;Popovic,Frédéric;Beaucaire,Nicolas;Allemane,Benoît","Andreatto,Rodrigo;Santana,Marina;Campos,Marcelo;Zink,Ma;Lemes,Cecília;Milani,Gabi;Paulita,Agatha;Baroli,Gilberto;Ramos,Mauro;Cruz,Walter;Sodre,Elcio;Guarnieri,JoséOtávio;Gama,Lucas;deSá,Isabel;Luiz,Ítalo;Castro,Júlia;Lobue,LuizAntônio;Campos,Ramon;Araújo,Márcio;Moreno,Antônio;Lima,MárciaRegina;Alencar,Bianca;Perón,Fernando;Villas,Eduardo;Cruz,Walter;Lopes,Guilherme;Fábio,Ricardo;Castro,Mauro;Gaidarji,Tânia;Vaz,Márcio;Araújo,Rodrigo;Alves,Celso;Ávila,Cassiano;Lopes,Guilherme;Dondi,Márcio;Araújo,Alessandra;Bullara,Fernanda;Giraldi,Sílvio;deBritto,Miguel;Lima,Wellington;Soares,Renato;Vaccari,Hélio;Júnior,Figueira;Sawaya,Ricardo;Santos,Vagner;Marchetti,César;Moreno,Antônio;Marconato,Alexandre;Costa,MarcoAntônio;Guerra,JoséCarlos;Gesteira,Carlos;Cruz,Walter;Rufino,Sérgio;Corsetti,Sérgio;Quinto,Letícia;deMoraes,LuizCarlos;Moura,Fábio;Fagundes,Vagner;Camilo,Leonardo;Silveira,Carlos;Bezerra,Wendel;Bezerra,Ulisses;Pissardini,Adriana;Paulita,Flora;Laffey,Luiz;Briggs,Guilherme;Rodrigues,Zeca;Alves,Celso;Chiesse,Nestor;Bezerra,Wendel;Fernandes,Samira;Souza,Patrícia;Bortoletto,Marli;Cruz,Walter;Alves,Vanessa;Valença,Carol;Baroli,RosaMaria;Fonseca,Gessy;Lilla,Sidney;Campanile,Carlos;Helena,Lúcia;Bullara,Fernanda;Rufino,Sérgio;Gianvito,Fritz;Gama,Lucas;Brêtas,Francisco;Sodre,Elcio;Baroli,Hermes;Viana,William;Abreu,MarcoAntônio;Bezerra,Wendel;Lott,Igor;Santos,Angelica;Simões,CarolCrespo;Ricardo,Hamilton;Ferreira,Matheus;Márcio,Renato;Andreatto,Andressa;Zordan,Zaíra;Lemes,Cecília;Pereira,SilviaSuzy;Grinnan,Felipe;Júnior,Francisco;Rollo,Alfredo;VilaVerde,Fabrício;Campanile,Carlos;deMoraes,LuizCarlos;Marinho,Raquel;Costha,Faduli;Guarnieri,JoséOtávio;Costha,Faduli;Mendes,Vanderlan;Bullara,Fernanda;Paulita,Flora;Rollo,Alfredo;Pissardini,Marcelo;Ribeiro,Hélio;Keplmair,Tatiane;Celini,Letícia;Chesman,Yuri;Santoro,Gileno;Stern,Sérgio;Campanile,Carlos;Ribeiro,Eduardo","Ponticelli,Benedetta;Novara,Renato;Scianca,Patrizia;Massironi,Cinzia;Zucca,Mario;Zucca,Mario;Bottale,Luca;Corbetta,Oliviero;Fantini,Silvana;Fallica,Raffaele;DeSantis,Paolo;Benedetti,Marco;Mantovani,Roger;Albertini,Stefano;Clerici,Serena;Balbi,Marco;Albertini,Stefano;Fanfani,Donatella;Battezzato,Giovanni;DeSantis,Paolo;Oppido,Dario;Fantini,Silvana;Felletti,Alessandra;Sesana,Paolo;Albertini,Stefano;Scarabelli,Mario;Benedetti,Marco;DeSantis,Paolo;Fallica,Raffaele;Ciravolo,Natale;Calindri,Gabriele;Scarabelli,Mario;Prata,Patrizio;DeDomenico,Tania;Pandolfi,Silvio;Farina,Raffaele;Farina,Raffaele;Scianca,Patrizia;Clerici,Serena;""DErrico,Alessandro"";Oppido,Dario;Sesana,Paolo;Pacotto,Emanuela;Patruno,Stefania;Balzarotti,Marco;Caggiula,Beatrice;Balzarotti,Marco;Zito,Giacomo;Iacono,Gianluca;Sesana,Paolo;Massironi,Cinzia;Balzarotti,Marco;Spinelli,Elisabetta;Cesone,Elisabetta;Vadacca,Maddalena;Lotti,Massimiliano;Granato,Jolanda;Oppido,Dario;Karpoff,Alessandra;Danti,Federico;Clerici,Serena;Merluzzo,Maurizio;Corbetta,Oliviero;Sabre,Diego","Torres,Jhonny;Vieira,JoséManuel;Escobar,Ricardo;Barba,Liliana;Nieto,Claudia;Henríquez,Melanie;Rojas,Octavio;Guzmán,Juan;Colmenero,Francisco;Estrada,Héctor;Vitale,Carlos;Mena,Héctor;Garcel,Rocío;Díaz,Oliver;Segundo,Carlos;Perez,LuisMiguel;Navarro,Luis;Bautista,Ricardo;Gutiérrez,Emerson;Indriago,Héctor;Vásquez,Gerardo;Barragán,Alicia;Estévez,MaríaJosé;González,Nycolle;Cervantes,Enrique;LeónPecheco,Rubén;RuizPadilla,Ditter;López,Herman;Godoy,Citlalli;Mendoza,Rommy;Estrada,Héctor;Gutiérrez,Emerson;PalmaToscano,Abraham;Hannidez,Patricia;Morga,Jahel;García,Ivette;Delgado,Víctor;Sánchez,Javi;Gómez,Óscar;Fortuny,Enzo;Muñoz,Eleazar;Volcanes,Armando;López,Óscar;Pérez,Salvador;Conde,Jesse;Volcanes,Armando;Balam,Ángel;Rojas,Annie;Pacheco,Rafael;ArmijoUgalde,Raymundo;Indriago,Héctor;Reyero,Gerardo;Leal,MiguelÁngel;Matus,Edson;Moya,Rubén;Mondragón,Dolores;Henríquez,Melanie;Basurto,AlfredoGabriel;Cárdenas,Hiram;Núñez,Hugo;Campuzano,Manuel;Díaz,Víctor;OrtizSantini,Brandon;Malvárez,Wendy;Medina,Leisha;Estévez,MaríaJosé;Sánchez,Georgina;DíazToledo,Elena;Monsalve,Rafael;Mercado,Arturo;Huicochea,Danann;Velázquez,Ferso;Solo,Raúl;Lacy,Daniel;Bastidas,Rolman;Escalante,Rafael;Mercado,Arturo;Chacón,Lileana;Olea,Vanessa;Miranda,JoséLuis;Carreño,Luis;Becerril,Diego;Aguilar,Montserrat;Henríquez,Melanie;Hnidey,Olga;González,Marycel;Medel,Jennifer;Nittoli,Adolfo;Brust,Ricardo;Guerrero,Armando;Aponte,Rebeca;Jiménez,Yahayra;Pokora,Mark;Verástegui,Ismael;Guedes,Maythe;Langarica,Erika;Garza,Eduardo;Hernández,Carlos;Hernández,Melissa;Medina,Leisha;Ortega,Gerardo;LaBarrera,Eder;Mendiola,Roberto;Pacheco,Rafael","Gerick,Wanja;Turba,David;Häcke,Maximiliane;Maise,Dieter;Obermeyer,Arne;Harting,Peter;Linderhaus,Silke;Werner,Rieke;Räuker,Erich;Sablik,Nico;Martin,ThomasBalou;Kuschmann,Bernd;Wolf,Volker;Brink,Dieter;Leiße,Kordula;Thiele,LouisFriedemann;Krause,Thomas;Berg,Rolf;Wunsch,Vanessa;Haggége,Julien;Brecklinghaus,Tobias;Kilbinger,Hans-Gerd;Alfieri,Vittorio;Haase,Markus;Baaken,Renier;Brink,Dieter;Höppner,Gregor;Kilbinger,Hans-Gerd;Schepmann,Philipp;Wienand,Gabriele;Reitz,Olaf;Glunz-grosch,Petra;Brückner,Sarah;Roden,SimonT.;Rott,Fritz;Brandes,Winnie;Puciata,Christina;Bayer,Hans;Welter,Ilya;Buchali,Karin;Lühn,Matthias;Potempa,Annette;Martin,ThomasBalou;Brecklinghaus,Tobias;Nathan,David;Naas,Stefan;Heß,Katrin;Brandecker,Dieter;Aubrecht-Puciata,Leon;Kuschmann,Bernd;Fey,Demet;Kuhne,IngaSibylle;Baumgardt,Birte;Schleberger,Stephan;Friebe,Thomas;Wolf,Volker;Dorenkamp,Corinna;Bayer,Hans;Gülgec,BetülJülide;Werner,Daniel;Dawn-Claude,René","Baráth,István;Szabó,Máté;Faragó,András;Varga,Rókus;Kiss,Virág;Németh,Kriszta;Kossuth,Gábor;Nyírő,Eszter;Seder,Gábor;Kisfalusi,Lehel;Hamvas,Dániel;Király,Attila;Oláh,Orsolya;Oberfrank,Pál;Joó,Gábor;Csuha,Borbála;Solecki,Janka;Wégner,Judit;Hujber,Ferenc;Mezei,Kitty;Győrfi,Anna;Várnagy,Katalin;Viczián,Ottó;Laudon,Andrea;Attila,Dolmány;Előd,Álmos","Yun,MiNa;O,InSeong;Yang,JeongHwa;Lee,JiYeong;Hyeon,GyengSu;Kim,SeonHye;Jang,Gwang;Choi,Han;Jeong,HyeOk;Tak,WonJe;Seong,WanGyeong;Lee,JiYeong;Hong,BeomGi;Hong,BeomGi",,
Kingdom 4th Season,FrontierWorks;MediaFactory;KadokawaShoten;Movic;AT-X;KadokawaPicturesJapan;Nitroplus,3,1412369,9.07,14,2587838,190464,24.0,TV,Spring2011,Visual novel,Drama;Suspense,WhiteFox,Funimation,PG-13-Teens13orolder,"Seki,Tomokazu;Imai,Asami;Miyano,Mamoru;Hanazawa,Kana;Momoi,Haruko;Kikumoto,Taira;Tamura,Yukari;Gotou,Saori;Aiba,Yukiko;Ogata,Mitsuru;Ushida,Hiroko;Sakamaki,Manabu;Terasoma,Masaki;Yamamoto,Ayano;Tsuchida,Hiroshi;Hoshino,Mitsuaki;Kobayashi,Yuu","Rinehart,Tyson;Nishimura,Trina;Tatum,J.Michael;Burch,Ashly;Saxton,Jad;Vale,Eric;Leigh,Cherami;Cavanagh,Jessica;Williams,Kent;Watson,Akron;Sabat,Christopher;Palencia,Brina;Seitz,Patrick;McCollum,Robert;Seidel,Lindsay","Pasquier,Laurent;Cornibert,Sarah;Wilhelm,Marc;Barrier,Jessica;Maïnö,Michaël;Saroli,Delphine;Maïnö,Michaël;Hostekint,Justine;Maïnö,Michaël;Dutel,Julien;Benedito,Dany;Labartino,Yaëlle;Maïnö,Michaël;Maïnö,Michaël;Charbonnier,Émilie;Mortamet,Sébastien;Dutel,Julien;Dutel,Julien;Vandroux,Sandra;Audouy,Hyppolit;Rampon,Julien;Longeac,Amandine","Casemiro,Bruno;Cunha,Maitê;Rinaldi,André;Lua,Bianca;Henrique,Celso;Bodê,Andressa;Teófilo,Filipe;Lucena,Thaís;Moreno,Victor;Falcão,Jonas;Barbosa,Luciana;Morais,AnaMaria;Falcão,Jonas;Moreno,Sérgio;Neves,Mariana;Sangregório,Bruno;Oliveira,CaioCésar;Martim,Rodrigo;Kupper,Hannah;Marques,Guilherme;Júnior,Nalin;Capella,Monalisa","Vivio,Paolo;Paolelli,Rachele;Chevalier,Davide;Padoan,Eva;Ionica,Emanuela;Billi,Stefano;Favazza,Valentina;Lenghi,Laura;Angrisano,Antonio;DeRoberto,Roberta;Draghetti,Roberto;Bartolomei,Vittoria;Pucci,Fabrizio;Aresu,Massimo;Tarquini,Giulia","Fernández,Iván;Vázquez,Camila;Naro,Jordi;Ramírez,Aldo;Montaño,Emiliano;Estrada,Effy;Mendoza,Rose;Supervía,Tatiana;Pérez,Monserrat;Aguilar,VíctorHugo;MonzónFlores,Jessica;Vázquez,Mauricio;DelRío,Ángel;Flores,Luba;Leguizamo,Denisse;Samsó,Núria","Wirthgen,Jesco;Bäcker,Manuela;Gavrilis,Marios;Morgenstern,Friedel;Fölster,Julia;Schmuckert,Thomas;Uhlig,Charlotte;Baumgardt,Birte;Boden,Leon;Tanfal,Chiara;Weigert,Jacob;Grap,Klaus-Peter;Pollow,Peggy","Seszták,Szabolcs;NemesTakách,Kata;Juhász,Zoltán;Hermann,Lilla;Laudon,Andrea;Tamási,Nikolett;Csifó,Dorina","Wu,JeongSin;Hong,SiHo;Yeo,MinJeong;Kim,SeoYeong;Chae,UiJin;Eom,SangHyeon",,
Vinland Saga,TVTokyo;Aniplex;Dentsu,4,253894,9.06,341,637587,16762,51.0,TV,Spring2015,Manga,Action;Comedy;Sci-Fi,BandaiNamcoPictures,Funimation;Crunchyroll,PG-13-Teens13orolder,"Kugimiya,Rie;Ishii,Kouji;Sugita,Tomokazu;Tomatsu,Haruka;Yaguchi,Asami;Sakaguchi,Daisuke;Ootsuka,Houchuu;Sakai,Keikou;Sugimoto,Yuu;Saiga,Mitsuki;Shirokuma,Hiroshi;Aizawa,Yurika;Aoyama,Kouhei;Ueda,Yuuko;Higa,Kumiko;Miyake,Kenta;Miyamoto,Mana;Tachiki,Fumihiko;Nishimura,Tomomichi;Fujiwara,Keiji;Kumai,Motoko;Nakai,Kazuya;Sakurai,Tomo;Shimada,Bin;Namikawa,Daisuke;Chiba,Isshin;Saitou,Aya;Inoue,Marina;Hirano,Aya;Shimamura,Yuu;Hino,Satoshi;Ishida,Akira;Kaida,Yuki;Yamazaki,Takumi;Hayamizu,Risa;Chiba,Susumu;Takahashi,Chiaki;Kokuryu,Sachi;Ishizuka,Unshou;Ishizuka,Katashi;Ono,Kensho;Wakamoto,Norio;Satou,Rina;Nemoto,Keiko;Watanabe,Akeno;Inoue,Kazuhiko;Suzumura,Kenichi;Itou,Shizuka;Kujira;Chiba,Shigeru;Takahashi,Mikako;Sakurai,Takahiro;Miki,Shinichiro;Kobayashi,Yuu;Okitsu,Kazuyuki;Itou,Kentarou;Morikawa,Toshiyuki;Sanpei,Yuuko;Miyake,Kenta;Yukino,Satsuki;Sorachi,Hideaki;Koyasu,Takehito;Kuwashima,Houko;Chafurin;Minami,Omi;Ono,Yuuki;Matsui,Eriko;Hashi,Takaya;Hirohashi,Ryou;Yusa,Kouji;Kaida,Yuuko;Hoshino,Takanori;Yamadera,Kouichi;Arai,Satomi;Kuroda,Takaya;Tatsuta,Naoki;Orikasa,Fumiko;Oota,Tetsuharu;Yamadera,Kouichi","Loewen,Jocelyne;Daingerfield,Michael;Pitre,Sabrina;Howard,Cole;Cole,Ted;Adamthwaite,Michael;Sheridan,Kelly;McNeil,Scott;Panton,Giles;Kaye,DavidA.;Shepherd,Mike;Day,Carol-Anne;Lindbjerg,Lalainia;Terzo,Venus;Simpson,Jason;Kanagawa,Hiro;Tong,Vincent;Swaile,Brad;Francis,Andrew;Henderson,Fred;Jaud,Janyse;Zahara,Alex;Strand,Chantal;Medrek,Caitlynne;Collins,Marlie;Soudak,Advah;Petriw,Adrian",,,"Granato,Jolanda;Fazio,Davide;Viola,Federico;Magnaghi,Debora;Singh,Mosè;Zanandrea,Federico;Iacono,Gianluca;DeDomenico,Tania;Pollani,Valentina;DeCaro,Ludovica;Santucho,Osmar;Rusconi,Stefania;Mei,Francesco;Maestroni,Omar;Prata,Patrizio;Silvestri,Ilaria;Stella,Aldo;Bressan,Mattia;Lupinacci,Simone;Carnevale,Giorgia;Bielli,Francesca;ColomboGiardinelli,Andrea;Lomazzi,Edoardo;Fedele,Roberto;Pallavicino,Valentina;Brusamonti,Matteo;Caggiula,Beatrice;Moneta,Claudio;Ghignone,Luca;Rotolo,Andrea;Ubaldi,Pietro;Atepi,Giuliana;Cardani,Emanuela;Leoncini,Chiara;Winter,Dimitri;Pozzi,Stefano;Felli,Martina;Cesone,Elisabetta;Rasini,Cesare;Laiolo,Erica;Palasciano,Giuseppe;DeSantis,Paolo;Riva,Gea;Germano,Alessandro;Marzola,Simone;Moretti,Andrea;Longo,Annalisa;Balzarotti,Marco;Maniglio,Giulia;Pellicanò,Gabriele;Andreozzi,Ruggero;Calindri,Gabriele;Cherubelli,Laura;Fumagalli,Davide;Balbi,Marco;Tamburello,Martina;DiBenedetto,Massimo;Morese,Deborah;Baldoin,Diego;Oldani,Andrea;Bertolas,Renata;Pagani,Marco;Piccardi,Silvano;Giorgio,Elisa;Gobbi,Marcello;Oldani,Andrea",,,,,,
